# British to US spellings from the English Speller Database: en-wl/wordlist data/scowl-pre.txt at 1e5b7d3.
#
# Copyright 2000-2026 by Kevin Atkinson
#
# Permission to use, copy, modify, distribute, and sell any part of the English
# Speller Database (ESDB, previously known as SCOWLv2), or word lists
# created from it, is hereby granted without fee, provided that the above
# copyright notice appears in all copies and that both the above copyright
# notice and this notice appear in supporting documentation.  Kevin Atkinson
# makes no representations about the suitability of this database for any
# purpose.  It is provided "as is" without express or implied warranty.
-bicolour	-bicolor
remoulded	remolded
remoulding	remolding
remoulds	remolds
ren	ern
renationalise	renationalize
renationalised	renationalized
renationalises	renationalizes
renationalising	renationalizing
rencontre	rencounter
renest	ernest
renormalisation	renormalization
renormalisations	renormalizations
renormalise	renormalize
renormalised	renormalized
renormalises	renormalizes
renormalising	renormalizing
rens	erns
reorganisation	reorganization
reorganisational	reorganizational
reorganisations	reorganizations
reorganise	reorganize
reorganised	reorganized
reorganiser	reorganizer
reorganisers	reorganizers
reorganises	reorganizes
reorganising	reorganizing
reoxidise	reoxidize
reoxidised	reoxidized
reoxidises	reoxidizes
reoxidising	reoxidizing
repopularise	repopularize
reprivatisation	reprivatization
reprivatisations	reprivatizations
reprivatise	reprivatize
reprivatised	reprivatized
reprivatises	reprivatizes
reprivatising	reprivatizing
republicanisation	republicanization
republicanisations	republicanizations
republicanise	republicanize
republicanised	republicanized
republicanises	republicanizes
republicanising	republicanizing
reseise	reseize
resensitise	resensitize
resensitises	resensitizes
resh	ersh
resinise	resinize
resinised	resinized
resinises	resinizes
resinising	resinizing
respectabilise	respectabilize
respectabilised	respectabilized
respectabilises	respectabilizes
respectabilising	respectabilizing
resterilise	resterilize
resterilises	resterilizes
resurrectionise	resurrectionize
resurrectionised	resurrectionized
resurrectionises	resurrectionizes
resurrectionising	resurrectionizing
resynchronisation	resynchronization
resynchronise	resynchronize
resynchronised	resynchronized
resynchronises	resynchronizes
resynchronising	resynchronizing
resynthesise	resynthesize
ret	ert
retinulae	retinule
reutilisation	reutilization
reutilise	reutilize
reutilised	reutilized
reutilises	reutilizes
reutilising	reutilizing
revalenta	ervalenta
revalorisation	revalorization
revalorisations	revalorizations
revalorise	revalorize
revalorised	revalorized
revalorises	revalorizes
revalorising	revalorizing
revelled	reveled
reveller	reveler
revellers	revelers
revelling	reveling
revellings	revelings
revisualisation	revisualization
revisualisations	revisualizations
revisualise	revisualize
revisualises	revisualizes
revitalisation	revitalization
revitalisations	revitalizations
revitalise	revitalize
revitalised	revitalized
revitalises	revitalizes
revitalising	revitalizing
revolutionise	revolutionize
revolutionised	revolutionized
revolutioniser	revolutionizer
revolutionisers	revolutionizers
revolutionises	revolutionizes
revolutionising	revolutionizing
rexfourd	rexford
rhaetian	rhetian
rhaetic	rhetic
rhaphae	rhaphe
rhapsodise	rhapsodize
rhapsodised	rhapsodized
rhapsodises	rhapsodizes
rhapsodising	rhapsodizing
rhetorise	rhetorize
rhetorised	rhetorized
rhetorises	rhetorizes
rhetorising	rhetorizing
rhinorrhoea	rhinorrhea
rhinorrhoeal	rhinorrheal
rhodanise	rhodanize
rhodanised	rhodanized
rhodanises	rhodanizes
rhodanising	rhodanizing
rhoeadine	rheadine
rhotacise	rhotacize
rhotacised	rhotacized
rhotacises	rhotacizes
rhotacising	rhotacizing
rhythmisation	rhythmization
rhythmisations	rhythmizations
rhythmise	rhythmize
rhythmised	rhythmized
rhythmises	rhythmizes
rhythmising	rhythmizing
rigidise	rigidize
rigidised	rigidized
rigidises	rigidizes
rigidising	rigidizing
rigour	rigor
rigourism	rigorism
rigourist	rigorist
rigouristic	rigoristic
rigours	rigors
ritournelle	ritornelle
ritournelles	ritornelles
ritualisation	ritualization
ritualisations	ritualizations
ritualise	ritualize
ritualised	ritualized
ritualises	ritualizes
ritualising	ritualizing
rivalise	rivalize
rivalised	rivalized
rivalises	rivalizes
rivalising	rivalizing
rivalled	rivaled
rivalless	rivaless
rivallesses	rivalesses
rivalling	rivaling
robotisation	robotization
robotisations	robotizations
robotise	robotize
robotised	robotized
robotises	robotizes
robotising	robotizing
roentgenise	roentgenize
romanisation	romanization
romanisations	romanizations
romanise	romanize
romanised	romanized
romaniser	romanizer
romanisers	romanizers
romanises	romanizes
romanising	romanizing
romanticisation	romanticization
romanticisations	romanticizations
romanticise	romanticize
romanticised	romanticized
romanticises	romanticizes
romanticising	romanticizing
rooed	roed
rore	roer
rouble	ruble
roubles	rubles
roumania	romania
roumanias	romanias
routinisation	routinization
routinisations	routinizations
routinise	routinize
routinised	routinized
routinises	routinizes
routinising	routinizing
rowelled	roweled
rowelling	roweling
royalise	royalize
royalised	royalized
royalises	royalizes
royalising	royalizing
rubberise	rubberize
rubberised	rubberized
rubberises	rubberizes
rubberising	rubberizing
ruggedisation	ruggedization
ruggedisations	ruggedizations
ruggedise	ruggedize
ruggedised	ruggedized
ruggedises	ruggedizes
ruggedising	ruggedizing
rumour	rumor
rumoured	rumored
rumourer	rumorer
rumourers	rumorers
rumouring	rumoring
rumourmonger	rumormonger
rumourmongers	rumormongers
rumours	rumors
ruralisation	ruralization
ruralisations	ruralizations
ruralise	ruralize
ruralised	ruralized
ruralises	ruralizes
ruralising	ruralizing
russianisation	russianization
russianisations	russianizations
russianise	russianize
russianised	russianized
russianises	russianizes
russianising	russianizing
rusticise	rusticize
rusticised	rusticized
rusticises	rusticizes
rusticising	rusticizing
sabaean	sabean
sabaeans	sabeans
sabbatise	sabbatize
sabbatised	sabbatized
sabbatises	sabbatizes
sabbatising	sabbatizing
sabre	saber
sabred	sabered
sabres	sabers
sabretooth	sabertooth
sabring	sabering
saccharisation	saccharization
saccharise	saccharize
saccharised	saccharized
saccharises	saccharizes
saccharising	saccharizing
sacerdotalise	sacerdotalize
sacerdotalised	sacerdotalized
sacerdotalises	sacerdotalizes
sacerdotalising	sacerdotalizing
sacralisation	sacralization
sacralisations	sacralizations
sacralise	sacralize
sacralised	sacralized
sacralises	sacralizes
sacralising	sacralizing
sae	se
saeculum	seculum
saeculums	seculums
saeta	seta
saki	sake
sakis	sakes
saleable	salable
salinisation	salinization
salinise	salinize
saltires	saltiers
saltirewise	saltierwise
saltpetre	saltpeter
saltpetres	saltpeters
sanctuarise	sanctuarize
sanctuarised	sanctuarized
sanctuarises	sanctuarizes
sanctuarising	sanctuarizing
sandalled	sandaled
sandalling	sandaling
sanforise	sanforize
sanforised	sanforized
sanforises	sanforizes
sanforising	sanforizing
sanitisation	sanitization
sanitisations	sanitizations
sanitise	sanitize
sanitised	sanitized
sanitiser	sanitizer
sanitisers	sanitizers
sanitises	sanitizes
sanitising	sanitizing
sapour	sapor
sapours	sapors
sapraemia	sapremia
sapraemias	sapremias
sapraemic	sapremic
sarcinae	sarcine
sassanidae	sassanide
satellitise	satellitize
satellitised	satellitized
satellitises	satellitizes
satellitising	satellitizing
satirisable	satirizable
satirisation	satirization
satirise	satirize
satirised	satirized
satiriser	satirizer
satirisers	satirizers
satirises	satirizes
satirising	satirizing
sativae	sative
saviour	savior
saviours	saviors
savour	savor
savoured	savored
savourer	savorer
savourers	savorers
savourier	savorier
savouries	savories
savouriest	savoriest
savourily	savorily
savouriness	savoriness
savourinesses	savorinesses
savouring	savoring
savourless	savorless
savourous	savorous
savours	savors
savoury	savory
saxonise	saxonize
saxonised	saxonized
saxonises	saxonizes
saxonising	saxonizing
scaena	scena
scandalisation	scandalization
scandalisations	scandalizations
scandalise	scandalize
scandalised	scandalized
scandaliser	scandalizer
scandalisers	scandalizers
scandalises	scandalizes
scandalising	scandalizing
scandalled	scandaled
scandalling	scandaling
scenarisation	scenarization
scenarise	scenarize
scenarised	scenarized
scenarises	scenarizes
scenarising	scenarizing
sceptic	skeptic
sceptical	skeptical
sceptically	skeptically
scepticism	skepticism
scepticisms	skepticisms
sceptics	skeptics
sceptre	scepter
sceptred	sceptered
sceptreless	scepterless
sceptres	scepters
sceptring	sceptering
schematisation	schematization
schematisations	schematizations
schematise	schematize
schematised	schematized
schematises	schematizes
schematising	schematizing
schillerisation	schillerization
schillerise	schillerize
schillerised	schillerized
schillerises	schillerizes
schillerising	schillerizing
schismatise	schismatize
schismatised	schismatized
schismatises	schismatizes
schismatising	schismatizing
scientise	scientize
scientised	scientized
scientises	scientizes
scientising	scientizing
sclerae	sclere
sclerotisation	sclerotization
sclerotise	sclerotize
sclerotised	sclerotized
sclerotises	sclerotizes
sclerotising	sclerotizing
scotticise	scotticize
scotticised	scotticized
scotticises	scotticizes
scotticising	scotticizing
scourse	scorse
scrutinisation	scrutinization
scrutinise	scrutinize
scrutinised	scrutinized
scrutiniser	scrutinizer
scrutinisers	scrutinizers
scrutinises	scrutinizes
scrutinising	scrutinizing
scrutinisingly	scrutinizingly
seborrhoea	seborrhea
seborrhoeas	seborrheas
seborrhoeic	seborrheic
sectarianise	sectarianize
sectarianised	sectarianized
sectarianises	sectarianizes
sectarianising	sectarianizing
sectionalisation	sectionalization
sectionalisations	sectionalizations
sectionalise	sectionalize
sectionalised	sectionalized
sectionalises	sectionalizes
sectionalising	sectionalizing
sectionisation	sectionization
sectionise	sectionize
sectionised	sectionized
sectionises	sectionizes
sectionising	sectionizing
sectorisation	sectorization
sectorise	sectorize
sectorised	sectorized
sectorises	sectorizes
sectorising	sectorizing
secularisation	secularization
secularisations	secularizations
secularise	secularize
secularised	secularized
seculariser	secularizer
secularisers	secularizers
secularises	secularizes
secularising	secularizing
securitisation	securitization
securitisations	securitizations
securitise	securitize
securitised	securitized
securitises	securitizes
securitising	securitizing
seisable	seizable
seiser	seizer
seisers	seizers
seisin	seizin
seisins	seizins
sellae	selle
semicivilised	semicivilized
semitisation	semitization
semitise	semitize
semitised	semitized
semitises	semitizes
semitising	semitizing
sempre	semper
sensationalise	sensationalize
sensationalised	sensationalized
sensationalises	sensationalizes
sensationalising	sensationalizing
sensitisation	sensitization
sensitisations	sensitizations
sensitise	sensitize
sensitised	sensitized
sensitiser	sensitizer
sensitisers	sensitizers
sensitises	sensitizes
sensitising	sensitizing
sensualisation	sensualization
sensualisations	sensualizations
sensualise	sensualize
sensualised	sensualized
sensualises	sensualizes
sensualising	sensualizing
sentimentalisation	sentimentalization
sentimentalisations	sentimentalizations
sentimentalise	sentimentalize
sentimentalised	sentimentalized
sentimentalises	sentimentalizes
sentimentalising	sentimentalizing
sentinelled	sentineled
sentinelling	sentineling
sepalled	sepaled
septembriser	septembrizer
septembrisers	septembrizers
septicaemia	septicemia
septicaemias	septicemias
septicaemic	septicemic
sepulchre	sepulcher
sepulchred	sepulchered
sepulchres	sepulchers
sepulchring	sepulchering
serialisable	serializable
serialisation	serialization
serialisations	serializations
serialise	serialize
serialised	serialized
serialises	serializes
serialising	serializing
sericitisation	sericitization
sermonise	sermonize
sermonised	sermonized
sermoniser	sermonizer
sermonisers	sermonizers
sermonises	sermonizes
sermonising	sermonizing
serosae	serose
serpentinisation	serpentinization
serpentinise	serpentinize
serpentinised	serpentinized
serpentinises	serpentinizes
serpentinising	serpentinizing
serpentise	serpentize
serpentised	serpentized
serpentises	serpentizes
serpentising	serpentizing
serrae	serre
setulae	setule
sexualisation	sexualization
sexualisations	sexualizations
sexualise	sexualize
sexualised	sexualized
sexualises	sexualizes
sexualising	sexualizing
sherardise	sherardize
sherardised	sherardized
sherardises	sherardizes
sherardising	sherardizing
shoer	sher
shovelled	shoveled
shoveller	shoveler
shovellers	shovelers
shovelling	shoveling
shrivelled	shriveled
shrivelling	shriveling
sialorrhoea	sialorrhea
signalisation	signalization
signalise	signalize
signalised	signalized
signalises	signalizes
signalising	signalizing
signalled	signaled
signaller	signaler
signallers	signalers
signalling	signaling
siliculae	silicule
siliquae	silique
silverise	silverize
silverised	silverized
silverises	silverizes
silverising	silverizing
similise	similize
similised	similized
similises	similizes
similising	similizing
simonise	simonize
singularisation	singularization
singularisations	singularizations
singularise	singularize
singularised	singularized
singularises	singularizes
singularising	singularizing
sinicise	sinicize
sinicised	sinicized
sinicises	sinicizes
sinicising	sinicizing
sirenise	sirenize
sirenised	sirenized
sirenises	sirenizes
sirenising	sirenizing
sisel	sizel
sizeable	sizable
sizeably	sizably
skeletonise	skeletonize
skeletonised	skeletonized
skeletoniser	skeletonizer
skeletonisers	skeletonizers
skeletonises	skeletonizes
skeletonising	skeletonizing
skere	skeer
skilful	skillful
skilfully	skillfully
skilfulness	skillfulness
skyre	skyer
skyres	skyers
slae	sle
slavonicise	slavonicize
slavonicised	slavonicized
slavonicises	slavonicizes
slavonicising	slavonicizing
slavonise	slavonize
slavonised	slavonized
slavonises	slavonizes
slavonising	slavonizing
slenderise	slenderize
slenderised	slenderized
slenderises	slenderizes
slenderising	slenderizing
sloganise	sloganize
sloganised	sloganized
sloganises	sloganizes
sloganising	sloganizing
sloganisings	sloganizings
sluggardise	sluggardize
sluggardised	sluggardized
sluggardises	sluggardizes
sluggardising	sluggardizing
slyer	slier
slyest	sliest
smoulder	smolder
smouldered	smoldered
smouldering	smoldering
smoulders	smolders
snivelled	sniveled
sniveller	sniveler
snivellers	snivelers
snivelling	sniveling
snorkelled	snorkeled
snorkelling	snorkeling
snowplough	snowplow
snowploughed	snowplowed
snowploughing	snowplowing
snowploughs	snowplows
soberise	soberize
soberised	soberized
soberises	soberizes
soberising	soberizing
socialisation	socialization
socialisations	socializations
socialise	socialize
socialised	socialized
socialiser	socializer
socialises	socializes
socialising	socializing
socratise	socratize
socratised	socratized
socratises	socratizes
socratising	socratizing
sodomise	sodomize
sodomised	sodomized
sodomises	sodomizes
sodomising	sodomizing
solarisation	solarization
solarisations	solarizations
solarise	solarize
solarised	solarized
solarises	solarizes
solarising	solarizing
solecise	solecize
solecised	solecized
solecises	solecizes
solecising	solecizing
solemnisation	solemnization
solemnisations	solemnizations
solemnise	solemnize
solemnised	solemnized
solemniser	solemnizer
solemnisers	solemnizers
solemnises	solemnizes
solemnising	solemnizing
soliloquise	soliloquize
soliloquised	soliloquized
soliloquiser	soliloquizer
soliloquisers	soliloquizers
soliloquises	soliloquizes
soliloquising	soliloquizing
solmisation	solmization
solmisations	solmizations
solonisation	solonization
solubilisation	solubilization
solubilisations	solubilizations
solubilise	solubilize
solubilised	solubilized
solubilises	solubilizes
solubilising	solubilizing
sombre	somber
sombred	sombered
sombrely	somberly
sombreness	somberness
sombrenesses	sombernesses
sombres	sombers
sombring	sombering
somniloquise	somniloquize
somniloquised	somniloquized
somniloquises	somniloquizes
somniloquising	somniloquizing
sonnetise	sonnetize
sonnetised	sonnetized
sonnetises	sonnetizes
sonnetising	sonnetizing
sorbitisation	sorbitization
sorbitise	sorbitize
sorbitised	sorbitized
sorbitises	sorbitizes
sorbitising	sorbitizing
sororise	sororize
sororised	sororized
sororises	sororizes
sororising	sororizing
soufflaed	souffled
sourd	sord
sourdine	sordine
sourdines	sordines
southernise	southernize
southernised	southernized
southernises	southernizes
southernising	southernizing
sovietisation	sovietization
sovietisations	sovietizations
sovietise	sovietize
sovietised	sovietized
sovietises	sovietizes
sovietising	sovietizing
spanaemia	spanemia
spanaemic	spanemic
spaniolise	spaniolize
spaniolised	spaniolized
spaniolises	spaniolizes
spaniolising	spaniolizing
sparres	sparers
specialisation	specialization
specialisations	specializations
specialise	specialize
specialised	specialized
specialiser	specializer
specialisers	specializers
specialises	specializes
specialising	specializing
specialities	specialties
speciality	specialty
spectre	specter
spectres	specters
spelaean	spelean
spelaeothem	speleothem
spelaeothems	speleothems
spelt	spelled
spere	speer
spermatorrhoea	spermatorrhea
spermatorrhoeas	spermatorrheas
sphaerocrystal	spherocrystal
spheroidisation	spheroidization
spheroidise	spheroidize
spheroidised	spheroidized
spheroidises	spheroidizes
spheroidising	spheroidizing
spilt	spilled
spiraea	spirea
spiraeas	spireas
spiralled	spiraled
spiralling	spiraling
spiritualisation	spiritualization
spiritualisations	spiritualizations
spiritualise	spiritualize
spiritualised	spiritualized
spiritualiser	spiritualizer
spiritualisers	spiritualizers
spiritualises	spiritualizes
spiritualising	spiritualizing
spirochaetal	spirochetal
spirochaete	spirochete
spirochaetes	spirochetes
spirochaetoses	spirochetoses
spirochaetosis	spirochetosis
splanchnocoele	splanchnocele
splendour	splendor
splendours	splendors
splenisation	splenization
splenisations	splenizations
spoilt	spoiled
squamae	squame
squamulae	squamule
squirrelled	squirreled
squirrelling	squirreling
stabilisation	stabilization
stabilisations	stabilizations
stabilisator	stabilizator
stabilisators	stabilizators
stabilise	stabilize
stabilised	stabilized
stabiliser	stabilizer
stabilisers	stabilizers
stabilises	stabilizes
stabilising	stabilizing
standardisation	standardization
standardisations	standardizations
standardise	standardize
standardised	standardized
standardiser	standardizer
standardisers	standardizers
standardises	standardizes
standardising	standardizing
steatorrhoea	steatorrhea
steatorrhoeas	steatorrheas
stelae	stele
stencilled	stenciled
stenciller	stenciler
stencillers	stencilers
stencilling	stenciling
stenopaeic	stenopeic
stentour	stentor
stentours	stentors
sterilisation	sterilization
sterilisations	sterilizations
sterilise	sterilize
sterilised	sterilized
steriliser	sterilizer
sterilisers	sterilizers
sterilises	sterilizes
sterilising	sterilizing
stigmatisation	stigmatization
stigmatisations	stigmatizations
stigmatise	stigmatize
stigmatised	stigmatized
stigmatiser	stigmatizer
stigmatisers	stigmatizers
stigmatises	stigmatizes
stigmatising	stigmatizing
stilboestrol	stilbestrol
stilboestrols	stilbestrols
stipulae	stipule
stomatodaeum	stomatodeum
stomodaea	stomodea
stomodaeal	stomodeal
stomodaeum	stomodeum
stomodaeums	stomodeums
storey	story
storeys	stories
stour	stor
stowre	stower
stowres	stowers
stree	stere
strobilisation	strobilization
structuralisation	structuralization
structuralisations	structuralizations
structuralise	structuralize
structuralises	structuralizes
stylisation	stylization
stylisations	stylizations
stylise	stylize
stylised	stylized
styliser	stylizer
stylisers	stylizers
stylises	stylizes
stylising	stylizing
stylopised	stylopized
subaerate	suberate
subcalibre	subcaliber
subcentre	subcenter
subdure	subduer
suberisation	suberization
suberisations	suberizations
suberise	suberize
suberised	suberized
suberises	suberizes
suberising	suberizing
subitise	subitize
subitised	subitized
subitises	subitizes
subitising	subitizing
subjectivisation	subjectivization
subjectivisations	subjectivizations
subjectivise	subjectivize
subjectivised	subjectivized
subjectivises	subjectivizes
subjectivising	subjectivizing
sublimise	sublimize
sublimised	sublimized
sublimises	sublimizes
sublimising	sublimizing
subminiaturisation	subminiaturization
subminiaturise	subminiaturize
subminiaturised	subminiaturized
subminiaturises	subminiaturizes
subminiaturising	subminiaturizing
subsidisable	subsidizable
subsidisation	subsidization
subsidisations	subsidizations
subsidise	subsidize
subsidised	subsidized
subsidiser	subsidizer
subsidisers	subsidizers
subsidises	subsidizes
subsidising	subsidizing
subspecialise	subspecialize
subspecialities	subspecialties
subspeciality	subspecialty
substantialise	substantialize
substantialised	substantialized
substantialises	substantializes
substantialising	substantializing
substantivise	substantivize
substantivised	substantivized
substantivises	substantivizes
substantivising	substantivizing
subtilisation	subtilization
subtilisations	subtilizations
subtilise	subtilize
subtilised	subtilized
subtilises	subtilizes
subtilising	subtilizing
subtotalled	subtotaled
subtotalling	subtotaling
suburbanisation	suburbanization
suburbanisations	suburbanizations
suburbanise	suburbanize
suburbanised	suburbanized
suburbanises	suburbanizes
suburbanising	suburbanizing
succour	succor
succourable	succorable
succoured	succored
succourer	succorer
succourers	succorers
succouring	succoring
succourless	succorless
succours	succors
succubae	succube
sulcalise	sulcalize
sulcalised	sulcalized
sulcalises	sulcalizes
sulcalising	sulcalizing
sulfatise	sulfatize
sulfatises	sulfatizes
sulphate	sulfate
sulphated	sulfated
sulphates	sulfates
sulphating	sulfating
sulphide	sulfide
sulphides	sulfides
sulphur	sulfur
sulphured	sulfured
sulphuric	sulfuric
sulphuring	sulfuring
sulphurisation	sulfurization
sulphurisations	sulfurizations
sulphurise	sulfurize
sulphurised	sulfurized
sulphurises	sulfurizes
sulphurising	sulfurizing
sulphurous	sulfurous
sulphurs	sulfurs
summarisable	summarizable
summarisation	summarization
summarisations	summarizations
summarise	summarize
summarised	summarized
summariser	summarizer
summarisers	summarizers
summarises	summarizes
summarising	summarizing
supercivilisation	supercivilization
supercivilisations	supercivilizations
supercivilised	supercivilized
superficialise	superficialize
superficialised	superficialized
superficialises	superficializes
superficialising	superficializing
superfoetation	superfetation
superfoetations	superfetations
superhumanise	superhumanize
superhumanised	superhumanized
superhumanises	superhumanizes
superhumanising	superhumanizing
supernaturalise	supernaturalize
supernaturalised	supernaturalized
supernaturalises	supernaturalizes
supernaturalising	supernaturalizing
surprisal	surprizal
sweepstake	sweepstakes
swivelled	swiveled
swivelling	swiveling
sycophantise	sycophantize
sycophantised	sycophantized
sycophantises	sycophantizes
sycophantising	sycophantizing
syllabise	syllabize
syllabised	syllabized
syllabises	syllabizes
syllabising	syllabizing
syllogisation	syllogization
syllogisations	syllogizations
syllogise	syllogize
syllogised	syllogized
syllogiser	syllogizer
syllogisers	syllogizers
syllogises	syllogizes
syllogising	syllogizing
sylviinae	sylviine
symbolisation	symbolization
symbolisations	symbolizations
symbolise	symbolize
symbolised	symbolized
symboliser	symbolizer
symbolisers	symbolizers
symbolises	symbolizes
symbolising	symbolizing
symbolled	symboled
symbolling	symboling
symmetrisation	symmetrization
symmetrisations	symmetrizations
symmetrise	symmetrize
symmetrised	symmetrized
symmetrises	symmetrizes
symmetrising	symmetrizing
sympathise	sympathize
sympathised	sympathized
sympathiser	sympathizer
sympathisers	sympathizers
sympathises	sympathizes
sympathising	sympathizing
sympathisingly	sympathizingly
symphonise	symphonize
symptomatise	symptomatize
symptomatised	symptomatized
symptomatises	symptomatizes
symptomatising	symptomatizing
symptomise	symptomize
symptomises	symptomizes
synaereses	synereses
synaeresis	syneresis
synaesthesia	synesthesia
synaesthesias	synesthesias
synaesthetic	synesthetic
synaloepha	synalepha
synaloephas	synalephas
synchronisation	synchronization
synchronisations	synchronizations
synchronise	synchronize
synchronised	synchronized
synchroniser	synchronizer
synchronisers	synchronizers
synchronises	synchronizes
synchronising	synchronizing
syncretise	syncretize
syncretised	syncretized
syncretises	syncretizes
syncretising	syncretizing
synergise	synergize
synergised	synergized
synergises	synergizes
synergising	synergizing
synoecious	synecious
synoecise	synoecize
synoecised	synoecized
synoecises	synoecizes
synoecising	synoecizing
synoecologies	synecologies
synoecology	synecology
synonymise	synonymize
synonymised	synonymized
synonymises	synonymizes
synonymising	synonymizing
synopsise	synopsize
synopsised	synopsized
synopsises	synopsizes
synopsising	synopsizing
synthesisation	synthesization
synthesisations	synthesizations
synthesise	synthesize
synthesised	synthesized
synthesises	synthesizes
synthesising	synthesizing
synthetiser	synthetizer
synthetisers	synthetizers
syntonise	syntonize
syntonised	syntonized
syntonises	syntonizes
syntonising	syntonizing
syphilisation	syphilization
syphilisations	syphilizations
syphilise	syphilize
syphilised	syphilized
syphilising	syphilizing
systematisation	systematization
systematisations	systematizations
systematise	systematize
systematised	systematized
systematiser	systematizer
systematisers	systematizers
systematises	systematizes
systematising	systematizing
systemisation	systemization
systemisations	systemizations
systemise	systemize
systemised	systemized
systemiser	systemizer
systemisers	systemizers
systemises	systemizes
systemising	systemizing
tabourer	taborer
tabourers	taborers
tabouret	taboret
tabourets	taborets
tabourin	taborin
tabourine	taborine
tabourins	taborins
tabularisation	tabularization
tabularisations	tabularizations
tabularise	tabularize
tabularised	tabularized
tabularises	tabularizes
tabularising	tabularizing
tachypnoea	tachypnea
tae	te
taegu	tegu
taels	tels
taenia	tenia
taeniacide	teniacide
taeniacides	teniacides
taeniae	teniae
taeniafuge	teniafuge
taeniafuges	teniafuges
taenias	tenias
taeniases	teniases
taeniasis	teniasis
taenioid	tenioid
taes	tes
taffetised	taffetized
tamboura	tambura
tambouras	tamburas
tantalisation	tantalization
tantalisations	tantalizations
tantalise	tantalize
tantalised	tantalized
tantaliser	tantalizer
tantalisers	tantalizers
tantalises	tantalizes
tantalising	tantalizing
tantalisingly	tantalizingly
tantalisings	tantalizings
tartarisation	tartarization
tartarise	tartarize
tartarised	tartarized
tartarises	tartarizes
tartarising	tartarizing
tasselled	tasseled
tasselling	tasseling
tautologise	tautologize
tautologised	tautologized
tautologises	tautologizes
tautologising	tautologizing
taxidermise	taxidermize
taxidermised	taxidermized
taxidermises	taxidermizes
taxidermising	taxidermizing
teaer	teer
tebilise	tebilize
tebilised	tebilized
tebilises	tebilizes
tebilising	tebilizing
technicalisation	technicalization
technicalise	technicalize
technicalises	technicalizes
technicise	technicize
technicised	technicized
technicises	technicizes
technicising	technicizing
technologise	technologize
teetotalled	teetotaled
teetotaller	teetotaler
teetotallers	teetotalers
teetotalling	teetotaling
telaesthesia	telesthesia
telaesthesias	telesthesias
telaesthetic	telesthetic
telepathise	telepathize
telepathised	telepathized
telepathises	telepathizes
telepathising	telepathizing
tellurise	tellurize
tellurised	tellurized
tellurises	tellurizes
tellurising	tellurizing
temporalise	temporalize
temporalised	temporalized
temporalises	temporalizes
temporalising	temporalizing
temporisation	temporization
temporisations	temporizations
temporise	temporize
temporised	temporized
temporiser	temporizer
temporisers	temporizers
temporises	temporizes
temporising	temporizing
temporisingly	temporizingly
temporisings	temporizings
tenderisation	tenderization
tenderisations	tenderizations
tenderise	tenderize
tenderised	tenderized
tenderiser	tenderizer
tenderisers	tenderizers
tenderises	tenderizes
tenderising	tenderizing
tendrilled	tendriled
teres	teers
terrae	terre
territorialisation	territorialization
territorialisations	territorializations
territorialise	territorialize
territorialised	territorialized
territorialises	territorializes
territorialising	territorializing
terrorisation	terrorization
terrorisations	terrorizations
terrorise	terrorize
terrorised	terrorized
terroriser	terrorizer
terrorisers	terrorizers
terrorises	terrorizes
terrorising	terrorizing
testae	teste
testimonialise	testimonialize
testimonialised	testimonialized
testimonialises	testimonializes
testimonialising	testimonializing
tetanisation	tetanization
tetanisations	tetanizations
tetanise	tetanize
tetanised	tetanized
tetanises	tetanizes
tetanising	tetanizing
tetrachloroethylene	tetrachlorethylene
teutonisation	teutonization
teutonise	teutonize
teutonised	teutonized
teutonises	teutonizes
teutonising	teutonizing
texturise	texturize
texturised	texturized
texturises	texturizes
texturising	texturizing
thalassaemia	thalassemia
thalassaemias	thalassemias
thalassaemic	thalassemic
theatre	theater
theatregoer	theatergoer
theatregoers	theatergoers
theatregoing	theatergoing
theatregoings	theatergoings
theatres	theaters
theatricalisation	theatricalization
theatricalisations	theatricalizations
theatricalise	theatricalize
theatricalised	theatricalized
theatricalises	theatricalizes
theatricalising	theatricalizing
theatricise	theatricize
theatricised	theatricized
theatricises	theatricizes
theatricising	theatricizing
theologise	theologize
theologised	theologized
theologiser	theologizer
theologisers	theologizers
theologises	theologizes
theologising	theologizing
theorisation	theorization
theorisations	theorizations
theorise	theorize
theorised	theorized
theoriser	theorizer
theorisers	theorizers
theorises	theorizes
theorising	theorizing
theosophise	theosophize
theosophised	theosophized
theosophises	theosophizes
theosophising	theosophizing
thermae	therme
thermaesthesia	thermesthesia
thermalisation	thermalization
thermalisations	thermalizations
thermalise	thermalize
thermalised	thermalized
thermalises	thermalizes
thermalising	thermalizing
thermosyphon	thermosiphon
thermosyphons	thermosiphons
thesmothetae	thesmothete
thraldom	thralldom
thraldoms	thralldoms
threap	therap
threeness	thereness
throughway	thruway
throughways	thruways
thymectomise	thymectomize
thyroidectomised	thyroidectomized
timonise	timonize
timonised	timonized
timonises	timonizes
timonising	timonizing
timour	timor
tinselled	tinseled
tinselling	tinseling
titbit	tidbit
titbits	tidbits
titre	titer
titres	titers
tittupped	tittuped
tittupping	tittuping
tittuppy	tittupy
totalisation	totalization
totalisations	totalizations
totalisator	totalizator
totalisators	totalizators
totalise	totalize
totalised	totalized
totaliser	totalizer
totalisers	totalizers
totalises	totalizes
totalising	totalizing
totalitarianise	totalitarianize
totalled	totaled
totalling	totaling
towelled	toweled
towelling	toweling
towellings	towelings
